emp_no,gender,marital_status,age_band,age,department,education,education_field,job_role,business_travel,employee_count,attrition,attrition_label,job_satisfaction,active_employee,attrition,,,,
10544,Male,Single,35 - 44,44,R&D,Bachelor's Degree,Medical,Laboratory Technician,Non-Travel,1,No,Current Employees,3,1,0,,,,
10545,Female,Divorced,45 - 54,47,Sales,Bachelor's Degree,Medical,Sales Executive,Travel_Frequently,1,No,Current Employees,3,1,0,,,,
10546,Male,Divorced,25 - 34,30,Sales,Doctoral Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
10547,Male,Single,25 - 34,29,Sales,Bachelor's Degree,Life Sciences,Sales Representative,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
10548,Male,Divorced,35 - 44,42,R&D,Bachelor's Degree,Medical,Research Scientist,Travel_Frequently,1,Yes,Ex-Employees,3,0,1,,,,
10549,Male,Married,35 - 44,43,Sales,Bachelor's Degree,Life Sciences,Sales Executive,Travel_Frequently,1,No,Current Employees,4,1,0,,,,
10550,Female,Single,25 - 34,34,R&D,Associates Degree,Medical,Healthcare Representative,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
10551,Male,Married,Under 25,23,R&D,High School,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
10552,Female,Married,35 - 44,39,HR,Bachelor's Degree,Human Resources,Human Resources,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
10553,Male,Married,Over 55,56,R&D,Bachelor's Degree,Medical,Healthcare Representative,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
10554,Female,Single,35 - 44,40,R&D,High School,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
10555,Female,Single,25 - 34,27,R&D,Bachelor's Degree,Medical,Healthcare Representative,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
10556,Male,Divorced,25 - 34,29,Sales,Bachelor's Degree,Marketing,Sales Representative,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
10557,Male,Single,45 - 54,53,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
10558,Female,Divorced,35 - 44,35,R&D,Master's Degree,Life Sciences,Healthcare Representative,Non-Travel,1,No,Current Employees,1,1,0,,,,
10559,Male,Married,25 - 34,32,R&D,Master's Degree,Life Sciences,Laboratory Technician,Travel_Frequently,1,No,Current Employees,4,1,0,,,,
10560,Male,Married,35 - 44,38,R&D,Doctoral Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
10561,Female,Divorced,25 - 34,34,R&D,Doctoral Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
10562,Male,Married,45 - 54,52,Sales,Master's Degree,Marketing,Manager,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
10563,Male,Single,25 - 34,33,R&D,Master's Degree,Other,Research Scientist,Travel_Rarely,1,Yes,Ex-Employees,4,0,1,,,,
10564,Female,Single,25 - 34,25,Sales,High School,Medical,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
10565,Male,Single,45 - 54,45,Sales,Associates Degree,Technical Degree,Sales Representative,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
10566,Male,Single,Under 25,23,R&D,High School,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
10567,Female,Single,45 - 54,47,Sales,Associates Degree,Life Sciences,Sales Executive,Travel_Frequently,1,Yes,Ex-Employees,3,0,1,,,,
10568,Male,Single,25 - 34,34,Sales,Bachelor's Degree,Other,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
10569,Male,Married,Over 55,55,R&D,Bachelor's Degree,Medical,Manager,Travel_Rarely,1,Yes,Ex-Employees,1,0,1,,,,
10570,Male,Single,35 - 44,36,Sales,Master's Degree,Life Sciences,Sales Executive,Non-Travel,1,No,Current Employees,1,1,0,,,,
10571,Male,Married,45 - 54,52,R&D,Master's Degree,Medical,Research Scientist,Non-Travel,1,No,Current Employees,4,1,0,,,,
10572,Female,Divorced,25 - 34,26,R&D,Associates Degree,Life Sciences,Laboratory Technician,Travel_Frequently,1,No,Current Employees,4,1,0,,,,
10573,Female,Married,25 - 34,29,R&D,Bachelor's Degree,Medical,Healthcare Representative,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
10574,Male,Single,25 - 34,26,Sales,Bachelor's Degree,Technical Degree,Sales Executive,Travel_Rarely,1,Yes,Ex-Employees,1,0,1,,,,
10575,Female,Single,25 - 34,34,R&D,Master's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
10576,Female,Divorced,45 - 54,54,R&D,Master's Degree,Medical,Manufacturing Director,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
10577,Male,Married,25 - 34,27,Sales,High School,Marketing,Sales Executive,Travel_Frequently,1,No,Current Employees,4,1,0,,,,
10578,Female,Divorced,35 - 44,37,R&D,High School,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
10579,Female,Single,35 - 44,38,R&D,Master's Degree,Life Sciences,Manufacturing Director,Travel_Frequently,1,No,Current Employees,1,1,0,,,,
10580,Female,Single,25 - 34,34,R&D,Master's Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
10581,Female,Married,35 - 44,35,Sales,Master's Degree,Life Sciences,Sales Representative,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
10582,Male,Married,25 - 34,30,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
10583,Female,Married,35 - 44,40,R&D,Associates Degree,Medical,Healthcare Representative,Travel_Frequently,1,No,Current Employees,2,1,0,,,,
10584,Female,Married,25 - 34,34,Sales,Associates Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
10585,Male,Divorced,35 - 44,42,R&D,Bachelor's Degree,Life Sciences,Manager,Travel_Frequently,1,No,Current Employees,4,1,0,,,,
10586,Male,Married,Under 25,23,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,1,0,1,,,,
10587,Male,Divorced,Under 25,24,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Non-Travel,1,No,Current Employees,2,1,0,,,,
10588,Female,Married,45 - 54,52,R&D,Master's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
10589,Male,Married,45 - 54,50,R&D,Bachelor's Degree,Medical,Research Director,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
10590,Female,Married,25 - 34,29,R&D,Associates Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,1,0,1,,,,
10591,Male,Married,25 - 34,33,R&D,Bachelor's Degree,Medical,Research Director,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
10592,Female,Single,25 - 34,33,Sales,Bachelor's Degree,Marketing,Sales Executive,Travel_Rarely,1,Yes,Ex-Employees,1,0,1,,,,
10593,Female,Married,45 - 54,47,R&D,Associates Degree,Other,Manager,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
10594,Female,Married,35 - 44,36,R&D,Bachelor's Degree,Other,Manufacturing Director,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
10595,Male,Married,25 - 34,29,R&D,Associates Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
10596,Male,Single,Over 55,58,R&D,Master's Degree,Life Sciences,Research Director,Travel_Rarely,1,Yes,Ex-Employees,2,0,1,,,,
10597,Female,Single,35 - 44,35,R&D,Master's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
10598,Female,Married,35 - 44,42,R&D,Associates Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
10599,Male,Single,25 - 34,28,R&D,Master's Degree,Medical,Research Scientist,Travel_Rarely,1,Yes,Ex-Employees,3,0,1,,,,
10600,Male,Married,35 - 44,36,HR,Bachelor's Degree,Human Resources,Human Resources,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
10601,Female,Married,25 - 34,32,R&D,Bachelor's Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
10602,Male,Single,35 - 44,40,R&D,Master's Degree,Medical,Laboratory Technician,Travel_Frequently,1,No,Current Employees,3,1,0,,,,
10603,Female,Single,25 - 34,30,R&D,Bachelor's Degree,Medical,Manufacturing Director,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
10604,Female,Single,45 - 54,45,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
10605,Male,Married,35 - 44,42,R&D,Bachelor's Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
10606,Male,Divorced,35 - 44,38,R&D,Bachelor's Degree,Life Sciences,Healthcare Representative,Travel_Frequently,1,No,Current Employees,1,1,0,,,,
10607,Female,Single,25 - 34,34,R&D,Master's Degree,Life Sciences,Research Scientist,Travel_Frequently,1,No,Current Employees,4,1,0,,,,
10608,Female,Married,45 - 54,49,Sales,Bachelor's Degree,Marketing,Sales Executive,Travel_Rarely,1,Yes,Ex-Employees,4,0,1,,,,
10609,Male,Single,Over 55,55,Sales,High School,Medical,Sales Executive,Travel_Rarely,1,Yes,Ex-Employees,4,0,1,,,,
10610,Male,Married,35 - 44,43,R&D,Associates Degree,Life Sciences,Research Director,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
10611,Male,Divorced,25 - 34,27,R&D,High School,Technical Degree,Research Director,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
10612,Male,Single,35 - 44,35,R&D,Bachelor's Degree,Other,Manufacturing Director,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
10613,Female,Married,25 - 34,28,Sales,Master's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
10614,Male,Married,25 - 34,34,HR,Associates Degree,Human Resources,Human Resources,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
10615,Female,Married,25 - 34,26,R&D,Associates Degree,Medical,Research Scientist,Travel_Frequently,1,Yes,Ex-Employees,3,0,1,,,,
10616,Male,Married,25 - 34,27,R&D,Bachelor's Degree,Medical,Research Scientist,Non-Travel,1,No,Current Employees,4,1,0,,,,
10617,Female,Married,45 - 54,51,Sales,Master's Degree,Marketing,Manager,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
10618,Male,Single,35 - 44,44,R&D,Bachelor's Degree,Medical,Healthcare Representative,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
10619,Male,Single,25 - 34,25,R&D,High School,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
10620,Male,Divorced,25 - 34,33,Sales,Bachelor's Degree,Medical,Sales Executive,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
10621,Female,Single,35 - 44,35,R&D,High School,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
10622,Male,Married,35 - 44,36,Sales,Associates Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
10623,Male,Divorced,25 - 34,32,Sales,Master's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
10624,Male,Divorced,25 - 34,30,R&D,Master's Degree,Life Sciences,Research Scientist,Travel_Frequently,1,No,Current Employees,4,1,0,,,,
10625,Female,Married,45 - 54,53,Sales,Associates Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
10626,Male,Divorced,45 - 54,45,Sales,Bachelor's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
10627,Female,Married,25 - 34,32,R&D,Associates Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
10628,Female,Married,45 - 54,52,R&D,Master's Degree,Medical,Manufacturing Director,Travel_Frequently,1,No,Current Employees,4,1,0,,,,
10629,Male,Divorced,35 - 44,37,Sales,Master's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
10630,Male,Divorced,25 - 34,28,HR,Associates Degree,Medical,Human Resources,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
10631,Male,Married,Under 25,22,R&D,Associates Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
10632,Male,Married,35 - 44,44,R&D,Master's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
10633,Male,Single,35 - 44,42,R&D,High School,Medical,Research Scientist,Travel_Frequently,1,No,Current Employees,4,1,0,,,,
10634,Male,Married,35 - 44,36,HR,Bachelor's Degree,Life Sciences,Human Resources,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
10635,Male,Married,25 - 34,25,Sales,High School,Other,Sales Executive,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
10636,Female,Married,35 - 44,35,R&D,Bachelor's Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
10637,Female,Divorced,35 - 44,35,R&D,Master's Degree,Life Sciences,Research Scientist,Travel_Frequently,1,Yes,Ex-Employees,2,0,1,,,,
10638,Male,Divorced,25 - 34,32,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Non-Travel,1,No,Current Employees,4,1,0,,,,
10639,Male,Married,25 - 34,25,Sales,High School,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
10640,Female,Married,45 - 54,49,R&D,Bachelor's Degree,Technical Degree,Research Scientist,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
10641,Male,Married,Under 25,24,R&D,High School,Life Sciences,Laboratory Technician,Non-Travel,1,No,Current Employees,4,1,0,,,,
10642,Male,Married,25 - 34,32,Sales,Associates Degree,Life Sciences,Sales Executive,Travel_Frequently,1,No,Current Employees,2,1,0,,,,
10643,Male,Married,35 - 44,38,Sales,Bachelor's Degree,Marketing,Sales Representative,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
10644,Female,Married,35 - 44,42,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
10645,Male,Married,25 - 34,31,R&D,Master's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
10646,Female,Divorced,25 - 34,29,Sales,Bachelor's Degree,Medical,Sales Representative,Travel_Rarely,1,Yes,Ex-Employees,3,0,1,,,,
10647,Male,Married,45 - 54,53,Sales,Bachelor's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
10648,Male,Married,35 - 44,35,R&D,Bachelor's Degree,Technical Degree,Manufacturing Director,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
10649,Female,Married,35 - 44,37,Sales,Associates Degree,Medical,Sales Representative,Travel_Frequently,1,No,Current Employees,4,1,0,,,,
10650,Female,Single,45 - 54,53,R&D,Master's Degree,Life Sciences,Research Director,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
10651,Female,Married,35 - 44,43,R&D,Bachelor's Degree,Life Sciences,Healthcare Representative,Travel_Frequently,1,No,Current Employees,4,1,0,,,,
10652,Female,Married,45 - 54,47,Sales,Associates Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
10653,Male,Single,35 - 44,37,Sales,Associates Degree,Medical,Sales Executive,Non-Travel,1,No,Current Employees,2,1,0,,,,
10654,Male,Divorced,45 - 54,50,R&D,Master's Degree,Life Sciences,Manager,Non-Travel,1,No,Current Employees,1,1,0,,,,
10655,Female,Married,35 - 44,39,HR,Bachelor's Degree,Life Sciences,Human Resources,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
10656,Male,Divorced,25 - 34,33,HR,Associates Degree,Human Resources,Human Resources,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
10657,Male,Single,25 - 34,32,R&D,Master's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,4,0,1,,,,
10658,Female,Divorced,25 - 34,29,R&D,High School,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
10659,Male,Married,35 - 44,44,R&D,Associates Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
10660,Male,Single,25 - 34,28,Sales,Master's Degree,Medical,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
10661,Male,Divorced,Over 55,58,R&D,High School,Life Sciences,Laboratory Technician,Travel_Frequently,1,Yes,Ex-Employees,4,0,1,,,,
10662,Female,Divorced,35 - 44,43,R&D,Bachelor's Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
10663,Female,Single,Under 25,20,Sales,Bachelor's Degree,Medical,Sales Representative,Travel_Rarely,1,Yes,Ex-Employees,3,0,1,,,,
10664,Female,Single,Under 25,21,R&D,High School,Other,Research Scientist,Travel_Rarely,1,Yes,Ex-Employees,4,0,1,,,,
10665,Male,Married,35 - 44,36,R&D,High School,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
10666,Female,Single,45 - 54,47,Sales,Master's Degree,Life Sciences,Sales Representative,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
10667,Female,Married,Under 25,22,R&D,High School,Life Sciences,Manufacturing Director,Travel_Rarely,1,Yes,Ex-Employees,3,0,1,,,,
10668,Female,Divorced,35 - 44,41,R&D,Master's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,4,0,1,,,,
10669,Female,Divorced,25 - 34,28,R&D,Bachelor's Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
10670,Male,Married,35 - 44,39,R&D,Bachelor's Degree,Medical,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,1,0,1,,,,
10671,Female,Single,25 - 34,27,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
10672,Male,Divorced,25 - 34,34,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
10673,Female,Single,35 - 44,42,Sales,Associates Degree,Medical,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
10674,Male,Single,25 - 34,33,R&D,Master's Degree,Other,Research Scientist,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
10675,Female,Divorced,Over 55,58,R&D,Bachelor's Degree,Technical Degree,Healthcare Representative,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
10676,Male,Married,25 - 34,31,Sales,Master's Degree,Life Sciences,Sales Representative,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
10677,Female,Married,35 - 44,35,R&D,High School,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
10678,Female,Married,45 - 54,49,R&D,Associates Degree,Other,Laboratory Technician,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
10679,Male,Married,45 - 54,48,R&D,Master's Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
10680,Female,Married,25 - 34,31,Sales,Associates Degree,Marketing,Sales Executive,Non-Travel,1,No,Current Employees,3,1,0,,,,
10681,Male,Single,35 - 44,36,R&D,Master's Degree,Other,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
10682,Female,Married,35 - 44,38,R&D,Bachelor's Degree,Technical Degree,Research Director,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
10683,Female,Married,25 - 34,32,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Non-Travel,1,No,Current Employees,2,1,0,,,,
10684,Male,Married,25 - 34,25,Sales,Associates Degree,Marketing,Sales Representative,Travel_Rarely,1,Yes,Ex-Employees,2,0,1,,,,
10685,Male,Divorced,35 - 44,40,Sales,Master's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
10686,Male,Single,25 - 34,26,Sales,Bachelor's Degree,Medical,Sales Executive,Travel_Frequently,1,No,Current Employees,1,1,0,,,,
10687,Male,Single,35 - 44,41,R&D,Bachelor's Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
10688,Male,Single,35 - 44,36,R&D,Master's Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
10689,Male,Single,Under 25,19,Sales,Bachelor's Degree,Other,Sales Representative,Travel_Rarely,1,Yes,Ex-Employees,2,0,1,,,,
10690,Male,Single,Under 25,20,R&D,Bachelor's Degree,Technical Degree,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,1,0,1,,,,
10691,Female,Married,25 - 34,31,R&D,Bachelor's Degree,Medical,Healthcare Representative,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
10692,Male,Divorced,35 - 44,40,R&D,Master's Degree,Medical,Research Scientist,Travel_Frequently,1,No,Current Employees,2,1,0,,,,
10693,Female,Married,25 - 34,32,R&D,Master's Degree,Medical,Manufacturing Director,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
10694,Male,Married,35 - 44,36,Sales,High School,Life Sciences,Sales Executive,Travel_Rarely,1,Yes,Ex-Employees,4,0,1,,,,
